ID,createTimeISO,commentCount,diggCount,playCount,shareCount,text,webVideoUrl,Split,Video Name,Risky Behavior
"7,41E+18",2024-08-27T20:17:01.000Z,12100,738400,8100000,202900,Don’t let anyone bring you down!  #catsoftiktok #cats #ai #aiart #chubbyjr #workout,https://www.tiktok.com/@mpwild/video/7407915845810162977,Validation,12-Who’s ready for another @Civil Regime drop tmrw？7406085676329979168.mp4,FALSE
"7,41E+18",2024-08-22T21:55:10.000Z,32100,2200000,16800000,259300,Who’s ready for another @Civil Regime drop tmrw?😏🥀 Code:XINIA 6pmPST/9pmEST🖤 #gymgirl #workout #fitness #bodybuilder,https://www.tiktok.com/@xinia_official/video/7406085676329979168,Validation,1-TikTok video #73265773513855173457326577351385517345.mp4,FALSE
"7,42E+18",2024-10-01T23:00:45.000Z,1077,250900,2000000,17200,Pamela season is here yall #pamelapupkin #halloweenworkout,https://www.tiktok.com/@lauraclery/video/7420946029886967086,Validation,13-Pamela season is here yall #pamelapupkin #hallow7420946029886967086.mp4,FALSE
"7,39E+18",2024-06-28T17:55:57.000Z,21300,4600000,49700000,684700,Wingstop again! 🔥🍗 #mukbang #asmr #asmrmukbang #asmrsounds #eat #food #Foodie moe eats #yummy #cheese #chicken #burger #fries #wings #ranch @Wingstop,https://www.tiktok.com/@moeeatss/video/7385614395629423878,Validation,14-Wingstop again! 🔥🍗 #mukbang #asmr #asmrmukbang #7385614395629423878.mp4,TRUE
"7,17E+18",2022-11-15T18:49:43.000Z,89,22200,572300,1545,cigarette kiss? 🫦#chainsawman #akihayakawa #himeno,https://www.tiktok.com/@zaynes__/video/7166316877713624346,Validation,15-cigarette kiss? 🫦#chainsawman #akihayakawa #himeno716632.mp4,TRUE
7405214470684888353,2024-08-20T13:34:21.000Z,1615,537000,2700000,230500,#alcohol #symphony #viral #solution #fyp #foryou #foryoupage #goviral #goviraltiktok #perte,https://www.tiktok.com/@_a__r_t_/video/7405214470684888353,Validation,16-#alcohol #symphony #viral #solution #fyp #foryou7405214470684888353.mp4,TRUE
"7,39E+18",2024-06-30T12:38:30.000Z,20900,1300000,8500000,575400,@CAPRISUN #earth #stranger_thingsedit667 #fypシ゚viral🖤video #anime #food #life,https://www.tiktok.com/@stranger_things_edit667/video/7386274733765004577,Validation,17-@CAPRISUN #earth #stranger_thingsedit667 #fypシ゚v7386274733765004577.mp4,FALSE
7366982105215143200,2024-05-09T12:53:12.000Z,2960,915700,4100000,222200,#howlifefeels #fyppppppppppppppppppppppp #fyp #foryou #foryou #relatable #trending #alcohol #drinktok #drunk #holiday #summer #life #drinking,https://www.tiktok.com/@rezpect100/video/7366982105215143200,Validation,18-#howlifefeels #fyppppppppppppppppppppppp #fyp #f7366982105215143200.mp4,TRUE
"7,35E+18",2024-03-24T16:15:43.000Z,568,177100,2200000,9102,Nhật ký luyện tập - Day 19 🔥 #foryou #fyp #giamcan #diet #workout #action #viral #xh #healthy #bodypositivity #capcut #nndaizy,https://www.tiktok.com/@nndaizy/video/7349964364587306242,Validation,19-Nhật ký luyện tập - Day 19 🔥 #foryou #fyp #giamc7349964364587306242.mp4,FALSE
"7,37E+18",2024-05-16T16:27:49.000Z,2569,981400,5200000,131700,#relatable #real #trending #drunktok #drinktok #drinkingtiktok #drunkaf #alcoholic #LifelsGood #gettingdrunk #howlifefeels #blackoutdrunk #alcohol #life #LifelsGood #bro #fyp #project #foryoupage #foryou #rollercoaster,https://www.tiktok.com/@pxnzya/video/7369635002251840800,Validation,20-#relatable #real #trending #drunktok #drinktok #7369635002251840800.mp4,TRUE
"7,39E+18",2024-06-30T17:35:04.000Z,520,148300,4700000,28700,Esto es lo que hago en 1 dia para bajar de peso comiendo saludable #recetas #recetassaludables #comidasaludable #comidasana #menusaludable #perderpeso #ketodiet #keto #ketolife #dietacetogenica #ketodiet #dietaketo,https://www.tiktok.com/@vidaxsaludable/video/7386351187479497990,Validation,21-Esto es lo que hago en 1 dia para bajar de peso 7386351187479497990.mp4,FALSE
"7,28E+18",2023-09-29T09:51:08.000Z,94,83200,522000,3744,,https://www.tiktok.com/@athenachristien__/video/7284183204234366213,Validation,22-TikTok video #72841832042343662137284183204234366213.mp4,TRUE
"7,22E+18",2023-04-02T15:40:30.000Z,757,159800,1500000,13800,,https://www.tiktok.com/@ayaz_rajar/video/7217477906241572101,Validation,23-TikTok video #72174779062415721017217477906241572101.mp4,TRUE
"7,42E+18",2024-10-02T16:34:03.000Z,1,170,1456,3,#gym #larrywheels #workout #gymmotivation #gymedit,https://www.tiktok.com/@bodybuildeerr/video/7421217440996052229,Validation,24-#gym #larrywheels #workout #gymmotivation #gymed7421217440996052229.mp4,FALSE
"7,38E+18",2024-06-03T04:44:29.000Z,249,32000,614700,1339,Cherry Cigarettes 🎸  #fyp #viral #xuhuong #cherrycigarettes #guitarsolo #electricguitar,https://www.tiktok.com/@guitar_nlmusic/video/7376133284943711489,Validation,25-Cherry Cigarettes 🎸  #fyp #viral #xuhuong #cherr7376133284943711489.mp4,FALSE
"7,42E+18",2024-10-02T23:58:55.000Z,25,94,12100,16,The first dockworkers strike at major East and Gulf coast ports in almost half a century could soon mean shortages on some products at U.S. grocery stores. Here's what goods could be affected by the port strike. #news #import #export #portstrike #economy #shipping #groceries #foodtok,https://www.tiktok.com/@cbsnews/video/7421332040110443807,Validation,26-The first dockworkers strike at major East and G7421332040110443807.mp4,FALSE
"7,42E+18",2024-10-03T17:17:22.000Z,18,86,1228,18,Réponse à @tefiantunba @les petits sapeurs officiels @formule sept Shabani ange @snel écran géant tv @ya tshibo muluba @Prince Léon @FRANCK CIOLA WETU TV @Justinkadima977 @Ciamala Hypolite @naoimiecidibi @Anita Ck love ❤️ 🇨🇩🇺🇸 @Alka tout va bien @Winechaud mobali @𝕁𝕖𝕖𝕗 - 𝕃𝕖𝕕𝕠𝕦𝕩 @Jean smoke +243 @Mardochée_villa #voralvideo #lomami #cejour-là #pierrevivante #LUBUMBASHI #kasaï #sankuru #kasaïoriental #grandkasaï #viraltiktok,https://www.tiktok.com/@sammy_luenyi/video/7421599681601391877,Validation,27-Réponse à @tefiantunba @les petits sapeurs offic7421599681601391877.mp4,FALSE
"7,38E+18",2024-06-07T18:08:09.000Z,9306,2000000,26400000,304200,The bone sandwich 😭#fyp #reaction #food,https://www.tiktok.com/@shadezs/video/7377824734546808097,Validation,28-The bone sandwich 😭#fyp #reaction #food 7377824734546808097.mp4,TRUE
"7,34E+18",2024-02-15T19:08:58.000Z,14100,4500000,82100000,41000,#tiktokfood #asmr,https://www.tiktok.com/@thezachchoi/video/7335907584764841258,Validation,29-#tiktokfood #asmr 7335907584764841258.mp4,TRUE
"6,81E+18",2020-03-30T04:01:05.000Z,7995,683900,11300000,4801,#food #intertainment #trending #foodshow #eatingshow,https://www.tiktok.com/@hoxuda_foodfunny/video/6809834735611710721,Validation,30-#food #intertainment #trending #foodshow #eating6809834735611710721.mp4,TRUE
