ID,createTimeISO,commentCount,diggCount,playCount,shareCount,text,webVideoUrl,Split,Video Name,Risky Behavior
7348958167293857066,2024-03-21T23:11:11.000Z,23400,2500000,28100000,123100,"Alcohol withdrawal, real life, alcohol awareness— Do not ever quit drinking alcohol, cold turkey",https://www.tiktok.com/@scottfreda/video/7348958167293857066,Train,"14-Alcohol withdrawal, real life, alcohol awareness7348958167293857066.mp4",TRUE
"7,40E+18",2024-08-11T00:01:54.000Z,241,176200,1100000,15200,"es lo mas bonito que he visto, menos mal que se ha grabado #cerveza #alcoholismo #alcohol #estrella #nostalgia",https://www.tiktok.com/@abelgrandes/video/7401665296173452577,Train,"15-es lo mas bonito que he visto, menos mal que se 7401665296173452577.mp4",TRUE
"7,30E+18",2023-11-11T00:40:00.000Z,6896,1900000,35800000,68500,PART 5 - Best of Zach Choi Foods - MUKBANG - COOKING - ASMR #50 #zachchoi  #foodasmrvideo  #asmrfoodie  #foodsound  #eatingshow  #asmreatingsounds  #mukbangeatingshow  #cookingtiktok,https://www.tiktok.com/@usdailynewstoday/video/7299950452928417070,Train,16-PART 5 - Best of Zach Choi Foods - MUKBANG - COO7299950452928417070.mp4,TRUE
7398412630601288991,2024-08-02T05:39:53.000Z,19500,3000000,15200000,453800,I’ll take 2 of your entire stock #beer #corona #alcohol #modelotime,https://www.tiktok.com/@seb.topaga/video/7398412630601288991,Train,17-I’ll take 2 of your entire stock #beer #corona #7398412630601288991.mp4,TRUE
"7,24E+18",2023-05-27T20:43:21.000Z,3476,1700000,14900000,257800,just can’t resist him anymore 🫣🥂 #relationship #relationshiptiktok #couplecomedy #bf #gf #couple #relatable #relationships #relationshipproblems #dinnerdate #date #cute #relatablerelationships,https://www.tiktok.com/@arwinclara/video/7237965609810578715,Train,18-just can’t resist him anymore 🫣🥂 #relationship #7237965609810578715.mp4,TRUE
7340494947616967979,2024-02-28T03:49:38.000Z,3564,290600,2200000,5515,A Quiet Skull #autism #asd #mentalhealth #aspergers #wellness #selfimprovement #alcohol,https://www.tiktok.com/@fritzthedev/video/7340494947616967979,Train,19-A Quiet Skull #autism #asd #mentalhealth #asperg7340494947616967979.mp4,TRUE
"7,31E+18",2023-11-27T13:28:42.000Z,136,10400,5200000,3434,"Você não deve fumar durante a sua gestação em hipótese alguma! Fumar durante a gravidez é desaconselhável porque a exposição ao tabaco pode causar sérios riscos à saúde do feto. As substâncias tóxicas do cigarro, como nicotina e monóxido de carbono, podem levar a complicações como parto prematuro, baixo peso ao nascer, danos ao desenvolvimento pulmonar e problemas de saúde a longo prazo para o bebê. Além disso, o tabagismo durante a gravidez está associado a um aumento do risco de complicações maternas, como pré-eclâmpsia e complicações no parto. Parar de fumar é crucial para promover a saúde tanto da mãe quanto do bebê. #gravidezgestante #gestacao #gravida #fumantes #saudedobebe #obstetra #medicina #clinica #parto #maternidade #gestacao #gravidas #gravidez #obstetricia #maringa #meme #saude",https://www.tiktok.com/@isiscaputti/video/7306133295471873285,Train,20-Você não deve fumar durante a sua gestação em hi7306133295471873285.mp4,TRUE
7411497883800735008,2024-09-06T11:57:21.000Z,604,367300,2100000,171200,#drunktok #drinktok #drinkingtok #real #relatable #alcohol #alcoholic #onlyliveonce #goingout #nightout #thisisyoursign #yoursign #sign #weekend #friday,https://www.tiktok.com/@eybmk/video/7411497883800735008,Train,21-#drunktok #drinktok #drinkingtok #real #relatabl7411497883800735008.mp4,TRUE
"7,38E+18",2024-06-24T20:31:07.000Z,1602,317700,1400000,64000,?? #smoke #neversober #forever #fypシ #friends #music #foryoupage #endlos #yolo #germany #adidas #sommer #place,https://www.tiktok.com/@user23163523163/video/7384170028385439009,Train,22-？？ #smoke #neversober #forever #fypシ #friends #m7384170028385439009.mp4,TRUE
"7,39E+18",2024-07-08T12:55:04.000Z,9940,1500000,19700000,426900,"You won't believe what I caught in Las Vegas! 🎥😲  Behind the sweet face of Minnie Mouse, a hilarious secret: an older Mexican dude taking a smoke break! 😂👀  #LasVegas #MinnieMouseRevealed #OnlyInVegas #disney #waltdisneyworld #minniemouse #mickeymouse #viral #tiktok #funny",https://www.tiktok.com/@albertovaz1111/video/7389247676157725998,Train,23-You won't believe what I caught in Las Vegas! 🎥😲7389247676157725998.mp4,TRUE
"7,42E+18",2024-10-01T20:32:02.000Z,1,112,577,0,my current relationship with alcohol🫶🏼 cheers🍻😉  #alcohol #fitness #lifestyle,https://www.tiktok.com/@lucefit_/video/7420907675120045344,Train,24-my current relationship with alcohol🫶🏼 cheers🍻😉 7420907675120045344.mp4,FALSE
7399815959357181217,2024-08-06T00:25:29.000Z,511,185100,839600,20000,why is it like this #fyp #foryou #alcohol,https://www.tiktok.com/@poopyweewees/video/7399815959357181217,Train,25-why is it like this #fyp #foryou #alcohol 7399815959357181217.mp4,TRUE
"7,41E+18",2024-08-29T21:20:58.000Z,972,916500,7500000,31500,dumbbell workouts are amazing @DFYNE #gymtok #glutesworkout #fyp,https://www.tiktok.com/@anisiafromsprouts/video/7408674507424009515,Train,26-dumbbell workouts are amazing @DFYNE #gymtok #gl7408674507424009515.mp4,FALSE
"7,42E+18",2024-09-26T18:04:13.000Z,5962,652900,4200000,53100,Es tan relajante estar a su lado! ✝️🥰 #tiktokcristiano,https://www.tiktok.com/@mitodopoderoso1/video/7419014184509181216,Train,27-Es tan relajante estar a su lado! ✝️🥰 #tiktokcri7419014184509181216.mp4,FALSE
"7,15E+18",2022-10-02T00:48:05.000Z,859,240300,1400000,7345,and i’m the smoker | #sbmwr #miguel #viral #fy #foryou #lyrics #fyp #song #music #lyricsvideo #paravoce,https://www.tiktok.com/@sbmwr/video/7149710412072668422,Train,28-and i’m the smoker ｜ #sbmwr #miguel #viral #fy #7149710412072668422.mp4,FALSE
"7,26E+18",2023-07-17T12:24:48.000Z,39200,3200000,71200000,837300,#reflexion #familia #vicio #motivacion #enfoque #exito #vivealmaximo #amorproprio #relaciones #parati #fyp,https://www.tiktok.com/@alvin6644/video/7256762335975525674,Train,29-#reflexion #familia #vicio #motivacion #enfoque 7256762335975525674.mp4,FALSE
"7,37E+18",2024-05-24T12:40:34.000Z,1850,597700,5600000,25900,I've been drinking more alcohol for the past five days  #foryoupage #song #people #cover #lyrics #4u #xybca,https://www.tiktok.com/@letsthrown/video/7372545134564592914,Train,30-I've been drinking more alcohol for the past fiv7372545134564592914.mp4,TRUE
"7,41E+18",2024-09-03T20:44:01.000Z,318,274900,2000000,8078,everything is 3x10 !! i hope you guys love this workout as much as i do 🤍 @DFYNE #workout #dumbbellworkout #gymtok #fyp #CapCut,https://www.tiktok.com/@anisiafromsprouts/video/7410520404508527918,Train,31-everything is 3x10 !! i hope you guys love this 7410520404508527918.mp4,FALSE
7390056916870810913,2024-07-10T17:15:18.000Z,1460,603000,2200000,96600,Give me a pint 🍻 #relatable #drink #alcohol #fyp #funny,https://www.tiktok.com/@ronanny_lad/video/7390056916870810913,Train,32-Give me a pint 🍻 #relatable #drink #alcohol #fyp7390056916870810913.mp4,TRUE
"7,37E+18",2024-05-07T14:31:07.000Z,380,125100,1300000,4192,Win or lose… dont quit. #gymmotivation #motivation #gym #gymtok #quotes #dontgiveup #muscle #workout #real #relatable #viral #fyp #capcut #CapCut,https://www.tiktok.com/@dyl_sayers/video/7366265165844679952,Train,33-Win or lose… dont quit. #gymmotivation #motivati7366265165844679952.mp4,FALSE
"7,37E+18",2024-05-15T11:16:57.000Z,1629,359300,31900000,13900,Cohiba factory #asmr #asmrvideo #howto #puros,https://www.tiktok.com/@egmcigars/video/7369183804109360417,Train,34-Cohiba factory #asmr #asmrvideo #howto #puros 7369183804109360417.mp4,TRUE
"7,10E+18",2022-05-09T23:15:26.000Z,23200,2900000,20800000,17900,Wait till the end! 🇮🇳🤣🇮🇳🤣 #LearningLanguages #LearnEnglish,https://www.tiktok.com/@ifluent/video/7095879209968520454,Train,35-Wait till the end! 🇮🇳🤣🇮🇳🤣 #LearningLanguages #Le7095879209968520454.mp4,FALSE
"7,15E+18",2022-09-26T14:44:36.000Z,3,372,5095,2,,https://www.tiktok.com/@cigarettes.shelby/video/7147699483852197121,Train,1-TikTok video #71476994838521971217147699483852197121.mp4,FALSE
"7,42E+18",2024-09-19T12:54:28.000Z,6136,586800,13300000,10300,Eat 10% to 100% stek🥩🥩 #foodtiktok #videotiktok #mokbangtiktok #food #stek​,https://www.tiktok.com/@pha_neth.food/video/7416336754493377834,Train,2-Eat 10% to 100% stek🥩🥩 #foodtiktok #videotiktok 7416336754493377834.mp4,TRUE
7335889358391889198,2024-02-15T17:58:15.000Z,2285,698100,4300000,19700,orrrrr try some nicotine mints to get off the vape. $10 off with code TIKTOK #quitvaping #Meme #vaping #nicotine #stopsmoking #quitwithjones,https://www.tiktok.com/@quitwithjones/video/7335889358391889198,Train,3-orrrrr try some nicotine mints to get off the va7335889358391889198.mp4,TRUE
"7,17E+18",2022-11-30T07:23:36.000Z,824,324800,25500000,150400,train with me#homeworkout #dailyworkout #train #aerobics #kuasuhelmet,https://www.tiktok.com/@fitness_maaan/video/7171706351524121862,Train,4-train with me#homeworkout #dailyworkout #train #7171706351524121862.mp4,FALSE
"7,41E+18",2024-09-05T03:02:38.000Z,407,168000,792400,5671,I cry myself to sleep #idontsmoke #mitski #vent #lyrics #sad #fyp #xyzbca,https://www.tiktok.com/@jinxx._1/video/7410989053618703624,Train,5-I cry myself to sleep #idontsmoke #mitski #vent 7410989053618703624.mp4,FALSE
"7,32E+18",2024-01-04T13:01:37.000Z,935,258100,4900000,10800,siapa yang tahun 2023 gagal diet  ? #dietif #tipsdietsehat #lostweighttips,https://www.tiktok.com/@racunbygadiss/video/7320227558795054341,Train,6-siapa yang tahun 2023 gagal diet  ？ #dietif #tip7320227558795054341.mp4,FALSE
"7,22E+18",2023-04-11T06:06:49.000Z,5074,78600,10300000,27700,ASMR MUKBANG SEAFOOD  #mukbang #asmr #makanpedas #koreanmukbang #koreanmukbang🇰🇷 #mukbangs #mukbangvideo #mukbangkorea #makananpedas #KenikmatanHakikiRamadan #매운음식 #asmrfood #gongsam #seafood #seafoodshow #seafoodasmr,https://www.tiktok.com/@princewhizky/video/7220669796097068314,Train,7-ASMR MUKBANG SEAFOOD  #mukbang #asmr #makanpedas7220669796097068314.mp4,TRUE
"7,25E+18",2023-06-29T17:28:23.000Z,43,4995,123100,606,Smoking Black cristal#Lucasilvalffaiate #tiktokmefezassistir #tudum #altacostura #exclusivo #lucasilvacouture,https://www.tiktok.com/@lucas.silva_alfaiate/video/7250161211600293126,Train,8-Smoking Black cristal#Lucasilvalffaiate #tiktokm7250161211600293126.mp4,FALSE
"7,41E+18",2024-09-10T13:57:08.000Z,2507,870500,5700000,15500,anw ini video waktu badan aku 58🙌🏻 #dietjourney #fatloss,https://www.tiktok.com/@onanadiet/video/7413013135197900037,Train,9-anw ini video waktu badan aku 58🙌🏻 #dietjourney 7413013135197900037.mp4,FALSE
"7,40E+18",2024-08-06T10:10:35.000Z,37800,2000000,21600000,180200,Write me on insta for my split 💀🏆🇩🇪 #training #natty #gymrat #gymtok #german #workout #veins #sixpack #trainingsmotivation #gymnotivation #workoutmotivation #motivation #diet #barca #goals #passion #explore #20yearsold,https://www.tiktok.com/@wasserarmjoe/video/7399966765150735648,Train,10-Write me on insta for my split 💀🏆🇩🇪 #training #n7399966765150735648.mp4,FALSE
"7,28E+18",2023-09-22T15:56:22.000Z,18,8430,829800,341,Tip #viral #maskoff #rolling #art #foryou #tips #tutorial,https://www.tiktok.com/@csc_koeln/video/7281679726614170913,Train,11-Tip #viral #maskoff #rolling #art #foryou #tips 7281679726614170913.mp4,FALSE
"7,42E+18",2024-10-01T18:20:05.000Z,4,326,4748,37,#CapCut  mi egocéntrico y yo  #garenafreefireofficial #frases_aesthetic #edit #cigarette #musica,https://www.tiktok.com/@vangeancedd/video/7420873685713652997,Train,12-#CapCut  mi egocéntrico y yo  #garenafreefireoff7420873685713652997.mp4,FALSE
7405135595682483488,2024-08-20T08:28:20.000Z,445,240200,1100000,69000,#drinktok #drunktok #real #drinkingtok #relatable #drunktiktok #alcohol #goingout #alcoholic #nightout #thisisyoursign #sign #onlyliveonce,https://www.tiktok.com/@eybmk/video/7405135595682483488,Train,13-#drinktok #drunktok #real #drinkingtok #relatabl7405135595682483488.mp4,TRUE
"7,42E+18",2024-10-02T07:04:06.000Z,3,121,4149,15,#coreworkout #workout #homeworkout #gym #fit,https://www.tiktok.com/@workout_2024_/video/7421070580234898706,Train,14-#coreworkout #workout #homeworkout #gym #fit 7421070580234898706.mp4,FALSE
7420839431843679520,2024-10-01T18:00:00.000Z,2,387,4451,19,Une cigarette électronique a explosé dans un avion ! #avion #cigarette #insolite,https://www.tiktok.com/@demotivateur_fr/video/7420839431843679520,Train,15-Une cigarette électronique a explosé dans un avi7420839431843679520.mp4,TRUE
"7,38E+18",2024-06-24T23:23:30.000Z,3184,161400,4400000,33500,🥗 Baja de peso con estos alimentos #diet #comida #saludable #salud #bajadepeso #pierdepeso #pierdegrasa #abs #abdomen #abdomenplano #nutrition #nutricionista #nutrition #huevo #cafe #usa #tiktok,https://www.tiktok.com/@martinfitpro.1/video/7384214451358141702,Train,16-🥗 Baja de peso con estos alimentos #diet #comida7384214451358141702.mp4,FALSE
"7,34E+18",2024-02-27T18:21:17.000Z,17200,941800,7800000,19800,@Deros☃️ 💀🙏🏿#trending #fyp #fyppppppppppppppppppppppp #fyp #betterlatethannever #food #cook #cooked #science #test #exam #relatble #relatblethoughts,https://www.tiktok.com/@cattwwssx/video/7340348520513195269,Train,17-@Deros☃️ 💀🙏🏿#trending #fyp #fypppppppppppppppppp7340348520513195269.mp4,FALSE
"7,30E+18",2023-11-07T23:14:43.000Z,0,3,279,0,,https://www.tiktok.com/@alcohol.and/video/7298862606725451013,Train,18-TikTok video #72988626067254510137298862606725451013.mp4,FALSE
7420856866110049568,2024-10-01T17:14:50.000Z,80,8550,48600,5685,😂😂😂 #slime2k #denzelwashington #flight #drunk #alcohol #sesh #afters #kickons #fyp #comedy #viral #foryou #foryoupage,https://www.tiktok.com/@slime2k/video/7420856866110049568,Train,19-😂😂😂 #slime2k #denzelwashington #flight #drunk #a7420856866110049568.mp4,TRUE
"7,36E+18",2024-04-12T04:41:11.000Z,5054,176800,2900000,22200,"Smoking cigarettes is not only harmful to your health, but it’s also invasive to those around you. The smoke, smell, and chemicals are going inside and affecting everyone. Let’s all make the choice to quit and prioritize our well-being | Ft @hsxsheikhx |  #Allah #quran #fyp #awakenyouth #safaarmy",https://www.tiktok.com/@hsxsheikhx/video/7356836024036707590,Train,20-Smoking cigarettes is not only harmful to your h7356836024036707590.mp4,FALSE
"7,16E+18",2022-11-05T09:17:43.000Z,12600,1500000,11900000,27400,#fyp #foryou #viral #relatable #xyzbca,https://www.tiktok.com/@arrgito/video/7162458637191941382,Train,21-#fyp #foryou #viral #relatable #xyzbca 7162458637191941382.mp4,TRUE
"7,42E+18",2024-10-03T12:56:10.000Z,51,780,3896,0,ความฝันมันก็ต่างจากชีวิตจริง🖤#smoke #sts73 #เพลงใหม่มาแรง #เพลงฮิตtiktok #เห็นคลิปนี้ตอนกี่โมง #nonglek😎 #40y #ขึ้นฟีดใครบ้างรึป่าวฮะ,https://www.tiktok.com/@nonglek7898/video/7421532402427628818,Train,22-ความฝันมันก็ต่างจากชีวิตจริง🖤#smoke #sts73 #เพลง7421532402427628818.mp4,FALSE
"7,39E+18",2024-07-23T18:15:00.000Z,208,51200,4200000,5624,How to Setup a Cigarette Live Wallpaper on iPhone #apple #iphone #wallpaper #livewallpaper #cigarettelivewallpaper #mobolist #mobolistapp,https://www.tiktok.com/@mobolistcom/video/7394613194318171410,Train,23-How to Setup a Cigarette Live Wallpaper on iPhon7394613194318171410.mp4,TRUE
"7,10E+18",2022-05-31T21:39:27.000Z,143,36400,301500,115,bang🔥,https://www.tiktok.com/@cigarettes.shelby/video/7104018349381668101,Train,24-bang🔥7104018349381668101.mp4,TRUE
"7,34E+18",2024-02-13T14:31:53.000Z,7939,1900000,65500000,339900,Do it before sleep & see what happens to your belly fat #musculation #bellyfat #bellyfatworkout #abs #workoutfitness,https://www.tiktok.com/@workoutfitnesssport/video/7335094218974563616,Train,25-Do it before sleep & see what happens to your be7335094218974563616.mp4,FALSE
"7,03E+18",2021-11-20T16:03:55.000Z,619,67200,658800,1982,idk why i smiled like that,https://www.tiktok.com/@jeslyncontent/video/7032683536276540699,Train,26-idk why i smiled like that7032683536276540699.mp4,TRUE
"7,33E+18",2024-02-06T18:21:33.000Z,23600,1200000,22700000,164400,GLUTES WORKOUT: NO SQUATS knee friendly but still hard af hip thrust 15 × 4 hold last rep 5 seconds reverse lunges 12 × 4 single leg bridge 10 × 4 RDL 12× 5 standing abduction 20 × 4 glute kickbacks 25 × 4 If you are looking for more guidance on training - I have full home and gym plans available!  #workout #gym #fitness #lifestyle #trending,https://www.tiktok.com/@timreal/video/7332555635168480554,Train,27-GLUTES WORKOUT： NO SQUATS knee friendly but stil7332555635168480554.mp4,FALSE
"7,22E+18",2023-04-09T01:20:04.000Z,3838,445000,7100000,80700,Everytime i start a diet  كل مرة أحاول أبدأ ريجيم 😓 #dietmemes #funnyvideos #animetiktok,https://www.tiktok.com/@chaladamonada/video/7219853772204281094,Train,28-Everytime i start a diet  كل مرة أحاول أبدأ ريجي7219853772204281094.mp4,TRUE
"7,16E+18",2022-10-16T17:51:38.000Z,62400,13700000,176800000,419500,How to Cook The Perfect Steak🔥... and Chips #menwiththepot #foodporn #fyp #foryou #asmr #nature #fire #steak #4u,https://www.tiktok.com/@menwiththepot/video/7155169389308939526,Train,29-How to Cook The Perfect Steak🔥... and Chips #men7155169389308939526.mp4,TRUE
"7,39E+18",2024-07-06T19:00:59.000Z,1,58,1993,0,Então me tira o medo 😭 #paz #deus #espiritosanto #proposito #tenhafé #cristoteama #féemdeus #jesus #fé #jesuscristo,https://www.tiktok.com/@smoking.ff/video/7388599838490758405,Train,30-Então me tira o medo 😭 #paz #deus #espiritosanto7388599838490758405.mp4,FALSE
"7,33E+18",2024-01-22T15:08:43.000Z,8339,679800,16900000,26900,Could you eat all this??? 🤩🤤 #libertineburger #chef #restaurant #lunch #takeaway #leamingtonspa #burgers #macncheese #yummyfood #dishupdinnerwithme #fastfood,https://www.tiktok.com/@libertineburger/video/7326939814740184352,Train,31-Could you eat all this？？？ 🤩🤤 #libertineburger #c7326939814740184352.mp4,TRUE
"7,42E+18",2024-10-01T17:17:41.000Z,1838,117600,1900000,10300,New sandwich from burger king 🍔👑 #mukbang #asmr #asmrmukbang #asmrsounds #eat #food #Foodie moe eats #yummy #cheese #chicken #burger #fries #burgerking @Burger King,https://www.tiktok.com/@moeeatss/video/7420857600264146182,Train,32-New sandwich from burger king 🍔👑 #mukbang #asmr 7420857600264146182.mp4,TRUE
"7,35E+18",2024-03-27T15:58:05.000Z,1134,99400,612100,3059,yahh bro #estetik #workout,https://www.tiktok.com/@skidipace/video/7351073097912503557,Train,33-yahh bro #estetik #workout 7351073097912503557.mp4,FALSE
"7,35E+18",2024-04-04T18:41:15.000Z,4220,2100000,26400000,324600,Chicken taquitos 🤤😋 #taquitos #chickentaquitos #dinner #dinnerideas #dinnertime #food #foodtok,https://www.tiktok.com/@cookinwithmegg/video/7354083794485366062,Train,34-Chicken taquitos 🤤😋 #taquitos #chickentaquitos #7354083794485366062.mp4,TRUE
"7,42E+18",2024-09-28T19:13:38.000Z,437,117000,675200,12100,Dont smoke #dontsmoke #reletable #neymar #goodvibes💕 #neveragain #fyp,https://www.tiktok.com/@f00tballislife__/video/7419774221246680353,Train,35-Dont smoke #dontsmoke #reletable #neymar #goodvi7419774221246680353.mp4,FALSE
"7,32E+18",2024-01-11T13:50:54.000Z,749,47000,1800000,1098,Sebelum tau cara diet yang benar 😅 #fyp #berhasildiet #tipsdiet #weightloss #motivasidiet,https://www.tiktok.com/@mellinavanesa/video/7322837859814296837,Train,1-Sebelum tau cara diet yang benar 😅 #fyp #berhasi7322837859814296837.mp4,FALSE
"7,41E+18",2024-08-20T13:34:21.000Z,1615,537000,2700000,230500,#alcohol #symphony #viral #solution #fyp #foryou #foryoupage #goviral #goviraltiktok #perte,https://www.tiktok.com/@_a__r_t_/video/7405214470684888353,Train,2-#alcohol #symphony #viral #solution #fyp #foryou7405214470684888353.mp4,TRUE
"7,37E+18",2024-05-19T19:20:34.000Z,493,227600,1100000,54200,Byeeee el isa #isagregg #peda #fyp #fiesta #alcohol #mexico,https://www.tiktok.com/@julietaaa926/video/7370792793372937478,Train,3-Byeeee el isa #isagregg #peda #fyp #fiesta #alco7370792793372937478.mp4,FALSE
"7,23E+18",2023-05-07T05:35:30.000Z,954,290000,4500000,5654,Bodyweight workout. Credit: Unknown name.  #explosivetraining #fitnessmotivation,https://www.tiktok.com/@explosive_training/video/7230309970628201735,Train,4-Bodyweight workout. Credit： Unknown name.  #expl7230309970628201735.mp4,FALSE
"7,34E+18",2024-02-27T19:03:53.000Z,95500,7100000,90200000,220000,A delicious glass of water from the east blue 👨‍🍳🏴‍☠️💧 #sanji #onepiece #fun #water #easyrecipes #Anime #manga #recipe #foodkagechris #asmr #TikTokFood #fy,https://www.tiktok.com/@foodkagechris/video/7340359509329628448,Train,5-A delicious glass of water from the east blue 👨‍7340359509329628448.mp4,FALSE
"7,41E+18",2024-09-03T15:23:24.000Z,951,69800,566100,32700,#amor #frase #dedicarvideos♡ #romance #pareja #tu #teamo #novios #cry #cigarettes #after #canciones #musica #estadosparawhatsapp #flores #lluvia #tequiero,https://www.tiktok.com/@sr.sak/video/7410437729982483717,Train,6-#amor #frase #dedicarvideos♡ #romance #pareja #t7410437729982483717.mp4,FALSE
"7,40E+18",2024-08-11T13:41:15.000Z,3749,939300,6300000,28100,This has become my fav meal🎀#model #diet #whatiate #chia #victoriassecret #modeldiet #slavicdoll,https://www.tiktok.com/@lenadiaaaa/video/7401876487789366560,Train,7-This has become my fav meal🎀#model #diet #whatia7401876487789366560.mp4,FALSE
"7,37E+18",2024-05-31T00:38:23.000Z,435,200400,950300,8355,,https://www.tiktok.com/@ybaligha/video/7374956539737656608,Train,8-TikTok video #73749565397376566087374956539737656608.mp4,FALSE
"7,17E+18",2022-11-26T11:06:28.000Z,2357,842000,38400000,49600,😋😋Eggs are so delicious.#fyp #foryou #cate #cooking #food #familyfood  #deliciousfood #homecooking #familycuisine,https://www.tiktok.com/@familycuisine8916/video/7170279102115613994,Train,9-😋😋Eggs are so delicious.#fyp #foryou #cate #cook7170279102115613994.mp4,FALSE
"7,42E+18",2024-10-03T16:38:51.000Z,1,1429,13200,11,For the night// #popsmoke #23h09mn #lyrics #fyp,https://www.tiktok.com/@23h.09mn/video/7421589759518100742,Train,10-For the night⧸⧸ #popsmoke #23h09mn #lyrics #fyp 7421589759518100742.mp4,FALSE
